timestamp,host_disk_util,host_disk_queue,host_disk_read_bytes,host_disk_write_bytes
2026-08-19T11:38:35Z,0.8659999999999767,1.4941600000000854,45219.840000000004,17639669.76
2026-08-19T11:38:40Z,0.861841315568379,1.9038530788620656,45232.505101428396,23057925.01900532
2026-08-19T11:38:45Z,0.8614067376170483,2.2997919500678994,45230.69536688805,29551212.611026645
2026-08-19T11:38:50Z,0.8622414275997474,2.7221622054174883,54901.77249629896,34531576.04129156
2026-08-19T11:38:55Z,0.8610410915056218,3.013403753050814,19010.76301364382,37406462.28944104
2026-08-19T11:39:00Z,1.0010402496599624,3.455069216611865,14421.381131471551,47069093.702488594
2026-08-19T11:39:05Z,1.0059999999999996,3.35192,13434.880000000001,45389414.4
2026-08-19T11:39:10Z,1.0066415939825561,3.3424421861247557,13438.105145234855,44208907.73785708
2026-08-19T11:39:15Z,1.0058011602320465,3.4885777155430615,4096.8193638727735,46065128.54570913
2026-08-19T11:39:20Z,1.0062012402480491,3.2380876175235622,3932.946589317863,46727666.17323464
2026-08-19T11:39:25Z,1.0050412098903734,3.190525726174386,983.2759862366968,41742196.04705129
2026-08-19T11:39:30Z,1.0050010002000407,3.4970194038807914,4260.692138427686,46891866.69333866
2026-08-19T11:39:35Z,1.0051999999999999,3.428599999999914,4423.68,47086632.96
2026-08-19T11:39:40Z,1.0054413059134202,3.178882931903749,4096.983275986237,43685968.7925102
2026-08-19T11:39:45Z,1.0046009201840367,3.2922584516903632,3932.9465893178635,45369324.74494899
2026-08-19T11:39:50Z,1.0062414979595105,3.4103384812354975,4096.983275986237,45750356.725614145
2026-08-19T11:39:55Z,1.0058414019364648,3.1445546931263837,4096.983275986237,41341347.203328796
2026-08-19T11:40:00Z,1.005841401936464,3.269544690725777,4096.983275986237,46875060.57453788
2026-08-19T11:40:05Z,1.0064,3.499479999999929,4259.84,47449538.56
2026-08-19T11:40:10Z,1.0070819829552276,3.3513383747448926,4588.804865362301,46545886.60825031
2026-08-19T11:40:15Z,1.00624149795951,3.308554052972602,10816.035848603664,49790309.99439865
2026-08-19T11:40:20Z,1.0058414019364648,3.5004000960230095,7374.569896775225,48569245.09882371
2026-08-19T11:40:25Z,1.0062414979595105,3.3530447307353937,7538.449227814675,43058966.471953265
2026-08-19T11:40:30Z,1.0046411138673281,3.207009682323806,9341.12186924862,49936818.11634792
2026-08-19T11:40:35Z,1.0044,3.245680000000079,9175.04,48860364.800000004
2026-08-19T11:40:40Z,1.0046813107670154,3.1707278037850744,14749.729924378827,46298910.57496099
2026-08-19T11:40:45Z,1.0046813107670143,2.9433041251550045,14749.729924378827,47749300.68419158
2026-08-19T11:40:50Z,1.0038409218212372,3.120068816516008,14585.260462511002,49337347.52340561
2026-08-19T11:40:55Z,1.0054413059134184,3.108866127870667,14913.0191245899,45476186.604785144
2026-08-19T11:41:00Z,1.0058414019364648,3.094262623029441,25565.175642154114,45898175.88221173
2026-08-19T11:41:05Z,1.0047999999999997,3.5545600000000284,13598.720000000001,52463534.080000006
2026-08-19T11:41:10Z,1.0054010802160436,3.561112222444608,13601.440288057609,51519469.97399479
2026-08-19T11:41:15Z,1.0058414019364648,3.3976554373049863,41953.10874609906,50806034.08818116
2026-08-19T11:41:20Z,1.0070416900056018,3.456469552692659,49491.55797391373,51963349.92398175
2026-08-19T11:41:25Z,1.0110426502360654,3.666680003200806,167320.7969912779,58927074.33784108
2026-08-19T11:41:30Z,1.013043130351293,3.2123309594302696,363156.59758342,53980868.36840842
2026-08-19T11:41:35Z,1.0151999999999992,3.2623599999999833,517079.04000000004,59881062.4
2026-08-19T11:41:40Z,1.0186037207441574,3.472854570914193,676630.6861372275,59088753.43068613
2026-08-19T11:41:45Z,1.0206449547890937,3.354525086020587,905269.4246619188,58947887.01288308
2026-08-19T11:41:50Z,1.018644474673921,3.188925342082154,963446.5871809233,54575914.219412655
2026-08-19T11:41:55Z,1.025005001000191,3.5105021004201316,1889616.9633926782,66768159.39187837
2026-08-19T11:42:00Z,1.0266053210642132,3.79595919183834,1789982.3164632926,65573690.73814762
2026-08-19T11:42:05Z,1.0244409776390964,3.5935837433496682,1631747.8299131964,65522400.73602944
2026-08-19T11:42:10Z,1.0234456269505237,3.9510682563815247,1438205.0092022084,61182053.932943895
2026-08-19T11:42:15Z,1.0262052410482008,3.9519503900779274,1313112.5425085016,58770020.88417683
2026-08-19T11:42:20Z,1.02064495478915,3.8255181243497622,296785.46851244295,44824438.50524126
2026-08-19T11:42:25Z,1.020285679990397,3.5341095506740996,320888.5687992638,41808273.35653984
2026-08-19T11:42:30Z,1.025046011042651,4.079779146995261,586032.4877970712,48629716.571977265
2026-08-19T11:42:35Z,1.0303999999999995,3.7824000000000164,683376.64,53071708.16
2026-08-19T11:42:40Z,1.0299295774647899,3.743157810499449,678514.7247119079,55033444.3021767
2026-08-19T11:42:45Z,1.0322477394574696,3.7212130911419434,660269.8247579419,55198327.91870048
2026-08-19T11:42:50Z,1.0362486996879252,3.7126110266465218,625691.285908618,57264354.645114824
2026-08-19T11:42:55Z,1.037849083780107,5.195927022485486,2899025.366087861,59588819.07657837
2026-08-19T11:43:00Z,1.0310474513883325,5.329399055773412,2822493.7184924376,56819258.38201168
2026-08-19T11:43:05Z,1.0307587696492133,5.298188072477001,2781564.257429703,55489405.38378465
2026-08-19T11:43:10Z,1.0298883687432474,5.112511503220848,2754102.3486576243,56366584.56367784
2026-08-19T11:43:15Z,1.0258872484295616,5.12039371023886,2725913.9759132564,55805275.39711119
2026-08-19T11:43:20Z,1.0202856799903974,3.1130716600646875,206168.44716520628,46957076.30136439
2026-08-19T11:43:25Z,1.0206857920217676,2.916856719881647,165688.63281718883,49299169.5274677
2026-08-19T11:43:30Z,1.0230864642099786,2.99987996639058,243370.54375225067,49329324.53086865
2026-08-19T11:43:35Z,1.0243590256389745,3.051637934482705,252303.50785968563,50706943.242270306
2026-08-19T11:43:40Z,1.02584620308874,3.0767384172201084,288591.5019604705,50603970.87300952
2026-08-19T11:43:45Z,1.0278466832039688,3.118908538049217,275481.15547731455,51934671.04104985
2026-08-19T11:43:50Z,1.0306473553652873,3.1517964311433757,365123.1495558934,52419098.343602456
2026-08-19T11:43:55Z,1.0358486036648806,4.4638713291190975,2386083.059934384,59327595.4229015
2026-08-19T11:44:00Z,1.034289601088305,4.399751930540435,2349304.2051774496,56214498.45956868
2026-08-19T11:44:05Z,1.0312000000000001,4.351200000000035,2329149.44,53357117.44
2026-08-19T11:44:10Z,1.0306885928059863,4.385667987036291,2330948.985716,53740149.321810104
2026-08-19T11:44:15Z,1.028246779227014,4.356565575738173,2244655.197247339,50167068.57645835
2026-08-19T11:44:20Z,1.0202448587661033,3.404297031287503,139297.43138353206,41390838.7613027
2026-08-19T11:44:25Z,1.020244858766104,3.5720973033529164,167976.31431543568,47734443.786508754
2026-08-19T11:44:30Z,1.0226454349043765,3.5747379371047945,198293.99055773384,48636271.74521884
2026-08-19T11:44:35Z,1.021959121635134,3.678332866685358,196927.8028878845,45744264.30942763
2026-08-19T11:44:40Z,1.0259282970550576,3.7239516645326476,198309.85915492955,46759498.0793854
2026-08-19T11:44:45Z,1.0271286811779774,3.278449103713161,228793.85403329064,47998852.752880916
2026-08-19T11:44:50Z,1.0295294494238156,3.3227032650446873,265669.6542893726,41327282.970550574
2026-08-19T11:44:55Z,1.0399327784891172,6.978593149807997,3813449.423815621,57986130.60179257
2026-08-19T11:45:00Z,1.0427753991436919,7.012684566443983,3909482.9338561883,59885254.05145853
2026-08-19T11:45:05Z,1.0408416336653463,7.002880115204636,3940181.927277091,59684711.86847474
2026-08-19T11:45:10Z,1.0422918417156797,7.040251270355735,3957844.1963749845,58447771.45600768
2026-08-19T11:45:15Z,1.0398911695274675,6.835153843076203,3891470.4117152803,57809435.92205817
2026-08-19T11:45:20Z,1.0294882567118795,3.351898531588799,324985.7160004801,39180035.369903564
2026-08-19T11:45:25Z,1.027446587180923,4.011882851884389,239591.5819796751,47984032.00768184
2026-08-19T11:45:30Z,1.027446587180923,4.012322957509856,359879.010962631,48126279.267024085
2026-08-19T11:45:35Z,1.0236000000000005,4.179359999999912,377323.52,46856110.08
2026-08-19T11:45:40Z,1.0230455309274227,4.2104505081218555,392818.7565015604,47357685.20444906
2026-08-19T11:45:45Z,1.0246459150196043,4.1066255901416095,417236.7768264383,49239675.442106105
2026-08-19T11:45:50Z,1.0230455309274227,3.3474433864128166,451159.7983516044,37973463.07113707
2026-08-19T11:45:55Z,1.0314888168687244,3.483455367502919,3203805.22546313,39205273.79666307
2026-08-19T11:46:00Z,1.035089825151042,8.235385908054248,3227568.6792301848,58138354.89937183
2026-08-19T11:46:05Z,1.0372000000000003,8.33103999999997,3237806.08,58530693.12
2026-08-19T11:46:10Z,1.0342896010883047,8.302604729324331,3213474.4928580006,57516407.95422719
2026-08-19T11:46:15Z,1.0354899371824116,8.194494458448318,3169061.4171968154,58119508.022246234
2026-08-19T11:46:20Z,1.0294470672961507,8.168000320076695,285641.6740017604,55351882.85188445
2026-08-19T11:46:25Z,1.0262462991117876,3.1731615587741118,208618.38841321916,38154877.49059774
2026-08-19T11:46:30Z,1.0306473553652873,4.160158438025221,535557.6538369209,46741662.799071774
2026-08-19T11:46:35Z,1.0304000000000002,4.228759999999867,520192.00000000006,48262348.8
2026-08-19T11:46:40Z,1.028688032649141,4.2407474092745545,509029.5682791181,49767227.623734646
2026-08-19T11:46:45Z,1.0238457229735138,4.2579419060575665,487704.8891734016,51595932.4637913
2026-08-19T11:46:50Z,1.0266874724922972,4.409074540871421,505096.30696595047,52141770.25567158
2026-08-19T11:46:55Z,1.0227272727272732,3.5186859795134615,3419288.0921895006,47271170.294494234
2026-08-19T11:47:00Z,1.0262873604609293,8.591085503941176,4313640.459328611,70907687.75257072
2026-08-19T11:47:05Z,1.0264000000000004,8.95304000000009,4365352.96,71245168.64
2026-08-19T11:47:10Z,1.0283290653008967,8.857154289372605,4405756.7221510885,71330909.09090908
2026-08-19T11:47:15Z,1.0266463951348328,9.203808914139499,4435066.335920621,70487286.22869489
