timestamp,labels,value
1787137267,,0.008787193713706903
1787137272,,0.009476180393817488
1787137277,,0.010718169578449177
1787137282,,0.013333084489143516
1787137287,,0.013834442314198715
1787137292,,0.014199255397308853
1787137297,,0.014305932141286825
1787137302,,0.014722993292335791
1787137307,,0.015166346878048215
1787137312,,0.015794470697926777
1787137317,,0.015995281551384424
1787137322,,0.016412093918926028
1787137327,,0.016096321993698894
1787137332,,0.015457972783742058
1787137337,,0.015064889521424546
1787137342,,0.015487398745749302
1787137347,,0.01586587129428778
1787137352,,0.016125928942278326
1787137357,,0.01615282905897615
1787137362,,0.01632324583359514
1787137367,,0.016265100946582633
1787137372,,0.016339559711052012
1787137377,,0.01650223670135175
1787137382,,0.016677554027504912
1787137387,,0.016770176950362026
1787137392,,0.01689976650536361
1787137397,,0.01692486902083401
1787137402,,0.01705906550782281
1787137407,,0.01709152935721522
1787137412,,0.017159566970736742
1787137417,,0.01722658920545898
1787137422,,0.01726765812539697
1787137427,,0.01719279088094406
1787137432,,0.017101588115834423
1787137437,,0.017071089344019
1787137442,,0.017106532913281382
1787137447,,0.01713549271602548
1787137452,,0.017099951525593484
1787137457,,0.017145867318297685
1787137462,,0.017145419743214728
1787137467,,0.017144237415777294
1787137472,,0.01709633692304529
1787137477,,0.017161199864038072
1787137482,,0.017198705094653842
1787137487,,0.017212918666871163
1787137492,,0.01716249032680233
1787137497,,0.017166041622080883
1787137502,,0.01720060680050756
1787137507,,0.01722884180263003
1787137512,,0.017246599496221662
1787137517,,0.017299151839858053
1787137522,,0.017336450002548534
1787137527,,0.017307750824039035
1787137532,,0.01728010268332849
1787137537,,0.017320428990220998
1787137542,,0.0172885793321478
1787137547,,0.017231190232003105
1787137552,,0.017164836246550783
1787137557,,0.01717250131967081
1787137562,,0.017241168892806292
1787137567,,0.017260738062248655
1787137572,,0.017299852694323593
1787137577,,0.017375040679629482
1787137582,,0.017411946344119175
1787137587,,0.01740948329592501
1787137592,,0.017392912701728047
1787137597,,0.017362114248194355
1787137602,,0.017329963525368502
1787137607,,0.017289002608569397
1787137612,,0.01733523832674397
1787137617,,0.017333530922742542
1787137622,,0.017398124850679632
1787137627,,0.017367292634147997
1787137632,,0.017399680214565713
1787137637,,0.017379843809458416
1787137642,,0.01744720345139961
1787137647,,0.01739116192223278
1787137652,,0.01736382650530144
1787137657,,0.017324931299889407
1787137662,,0.017371937824524033
1787137667,,0.01737690554404208
1787137672,,0.01736114000659452
1787137677,,0.017321532917802883
1787137682,,0.017379345603271985
1787137687,,0.01740763518188093
1787137692,,0.017467783733891868
1787137697,,0.01745642150462691
1787137702,,0.01749141541331817
1787137707,,0.017431124791673754
1787137712,,0.01736425614662707
1787137717,,0.017317173518016937
1787137722,,0.017292949830339483
1787137727,,0.01720205647135629
1787137732,,0.017232967196957508
1787137737,,0.017235425578224155
1787137742,,0.017345950102529054
1787137747,,0.01734256195786401
1787137752,,0.017404790100083584
1787137757,,0.017423035165880667
1787137762,,0.0174173171718224
1787137767,,0.017369132338853156
1787137772,,0.017382926808830412
1787137777,,0.017457298005827918
1787137782,,0.017454383111142543
1787137787,,0.017386818407427
1787137792,,0.017366903054328794
1787137797,,0.01740081640914918
1787137802,,0.017413375558867364
1787137807,,0.0174550260137711
1787137812,,0.017452064827431533
1787137817,,0.01749709130679063
1787137822,,0.017580827166056558
1787137827,,0.01752425846289558
1787137832,,0.01747350981320322
1787137837,,0.017364468329796656
1787137842,,0.01735351268049181
1787137847,,0.017326171232842993
1787137852,,0.017408798419298842
